id,gender,age,company_name,intern_role,internship_duration,academic_gpa,number_of_internships_completed,number_of_certification,intern_technical_skills,programming_level,technical_skills_required,technical_interview_score,education,department,internship_success
1567aac1-83b9-45ad-9ce9-f02a235c6ca4,male,22,CLIMDES,Machine Learning,12,2.95,0,1,"['HTML', 'Excel', 'PowerPoint']",Intermediate,"['Python', 'SQL', 'Machine Learning']",182,student,Mathematics,False
6ad4757c-fc25-41af-b482-f4a7ea300a00,male,25,CLIMDES,Machine Learning,12,2.16,1,1,"['Pandas', 'PowerPoint', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",190,graduate,Computer Science,False
9833cb13-7b06-4d0e-95c6-23e8a24782b5,male,21,CLIMDES,Backend,3,2.45,1,0,"['CSS', 'Java', 'C++']",Beginner,"['Python', 'Java', 'SQL']",152,graduate,Statistics,False
edb2789f-b132-4ffb-9019-afe45e32cead,female,25,CLIMDES,Backend,12,3.64,5,8,"['C', 'Python', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",231,student,Engineering,True
f75d76f4-8eec-4000-92db-9ea0becd2d34,male,23,CLIMDES,Backend,12,3.9,2,5,"['Python', 'C++', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",228,graduate,Engineering,True
1ab1c8c8-8314-42c1-948e-fa80c4c2dff1,male,21,CLIMDES,Machine Learning,12,2.44,0,1,"['PowerPoint', 'HTML', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",192,graduate,Mathematics,False
9804e05b-ea67-4311-852f-f3dfba831131,female,22,CLIMDES,Frontend,6,2.12,2,2,"['R', 'SQL', 'Excel']",Intermediate,"['HTML', 'CSS', 'JavaScript']",164,graduate,Statistics,False
23d9de91-484b-4718-a25d-73c1c9ddf902,male,21,CLIMDES,Frontend,12,2.54,1,0,"['Python', 'Excel', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",184,graduate,Engineering,False
e5103b8f-1c2c-4c7f-bffa-69f6c6fe0b30,female,24,CLIMDES,Machine Learning,6,2.69,2,1,"['Pandas', 'PowerPoint', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",188,student,Engineering,False
aadfe4b9-3c87-468a-a188-d841211e4d0f,female,23,CLIMDES,Backend,12,2.23,0,1,"['SQL', 'C++', 'Java']",Beginner,"['Python', 'Java', 'SQL']",160,student,Statistics,False
682c8c67-2ad0-4307-932a-4743a5244ae7,male,23,CLIMDES,Frontend,12,3.77,4,9,"['JavaScript', 'HTML', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",227,student,Mathematics,True
053a25c4-1c35-4f94-92b8-04e5c3f9536d,female,22,CLIMDES,Frontend,6,3.65,1,5,"['CSS', 'JavaScript', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",241,student,Mathematics,True
1801f951-b1e7-45c2-92f8-879771f38d68,male,22,CLIMDES,Frontend,6,2.61,2,2,"['CSS', 'Excel', 'JavaScript']",Beginner,"['HTML', 'CSS', 'JavaScript']",168,graduate,Statistics,False
c1380181-dd60-4238-8e84-0f05fbcb558d,male,21,CLIMDES,Frontend,3,2.11,0,1,"['R', 'CSS', 'Excel']",Beginner,"['HTML', 'CSS', 'JavaScript']",166,student,Computer Science,False
6f442232-312d-4330-8d17-273709487113,female,24,CLIMDES,Frontend,6,3.7,4,4,"['Python', 'HTML', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",245,student,Mathematics,True
fe64c6ed-76fd-4574-adfa-19ece5d108fa,female,22,CLIMDES,Frontend,12,2.07,1,0,"['CSS', 'SQL', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",177,graduate,Computer Science,False
c91519cc-c110-43ff-a7e5-36ec2793b8a5,female,25,CLIMDES,Frontend,6,2.25,2,1,"['CSS', 'Python', 'JavaScript']",Beginner,"['HTML', 'CSS', 'JavaScript']",158,student,Engineering,False
b7077ab5-3d79-4451-8afa-5a28c2432049,female,21,CLIMDES,Backend,6,3.91,2,5,"['Java', 'Python', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",240,student,Engineering,True
41d8cb46-f2f3-4dc7-bd3b-fc2dd5a16e1e,male,22,CLIMDES,Machine Learning,6,3.84,5,7,"['Python', 'SQL', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",222,graduate,Computer Science,True
5e42e25b-32c1-448c-9802-beac3a83de7a,male,24,CLIMDES,Machine Learning,6,2.31,2,0,"['HTML', 'Python', 'PowerPoint']",Intermediate,"['Python', 'SQL', 'Machine Learning']",150,graduate,Mathematics,False
9a2bf23f-1e8b-4106-8785-93f3333c2c31,female,22,CLIMDES,Machine Learning,6,2.22,0,2,"['Python', 'HTML', 'Pandas']",Beginner,"['Python', 'SQL', 'Machine Learning']",165,graduate,Engineering,False
403750e1-0f3e-4db4-8fb8-3dfccf986a17,male,21,CLIMDES,Frontend,12,3.81,2,3,"['Python', 'JavaScript', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",223,student,Computer Science,True
ce6ef002-09cf-412d-af18-5d19dc9bed1c,male,24,CLIMDES,Backend,12,3.97,3,4,"['SQL', 'C++', 'C']",Intermediate,"['Python', 'Java', 'SQL']",241,graduate,Computer Science,True
53e38aa9-a4e8-481e-8408-4366613596c8,male,23,CLIMDES,Frontend,3,3.68,5,3,"['CSS', 'SQL', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",232,graduate,Engineering,True
3991c302-9f4a-4dde-bef7-5cf23a1b8237,male,24,CLIMDES,Backend,6,2.79,0,1,"['SQL', 'C', 'CSS']",Beginner,"['Python', 'Java', 'SQL']",176,student,Computer Science,False
1ea63fd9-047c-42b6-8f21-13f5f97db6ea,male,25,CLIMDES,Frontend,6,3.65,5,4,"['JavaScript', 'Python', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",248,graduate,Mathematics,True
ef10d4de-64ee-4102-b462-4766be19fd67,male,23,CLIMDES,Frontend,3,2.08,0,2,"['CSS', 'R', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",173,student,Computer Science,False
b6e36222-e67c-402d-8adb-aaae298b0966,male,24,CLIMDES,Backend,6,2.5,0,1,"['CSS', 'Java', 'C++']",Beginner,"['Python', 'Java', 'SQL']",166,graduate,Engineering,False
62c8b9d2-45bf-4664-9362-206dfa35350a,female,21,CLIMDES,Backend,12,2.03,0,2,"['C++', 'SQL', 'CSS']",Beginner,"['Python', 'Java', 'SQL']",183,student,Mathematics,False
f6fdb2fb-4829-4ba3-a3c8-a00956ce1847,male,25,CLIMDES,Frontend,6,3.77,2,7,"['HTML', 'JavaScript', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",242,graduate,Engineering,True
bfc62b93-0c6d-4a0f-8fba-3250a43e88c0,female,24,CLIMDES,Frontend,12,2.03,1,1,"['Excel', 'Python', 'CSS']",Beginner,"['HTML', 'CSS', 'JavaScript']",155,student,Mathematics,False
05402976-92d4-406d-8f8b-5637f7b7de75,female,22,CLIMDES,Machine Learning,3,2.51,0,1,"['Excel', 'HTML', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",180,student,Mathematics,False
931bbfbc-7446-484c-a9f3-db4784b6c42f,male,24,CLIMDES,Backend,12,3.72,1,9,"['C', 'Python', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",227,student,Mathematics,True
8495c3df-72ec-4177-8549-5d25528bc5ab,female,21,CLIMDES,Machine Learning,12,2.78,1,0,"['Python', 'Excel', 'SQL']",Beginner,"['Python', 'SQL', 'Machine Learning']",165,student,Engineering,False
bbf044b3-be6b-474a-91a8-26827984fa5d,female,22,CLIMDES,Frontend,12,2.76,2,1,"['CSS', 'JavaScript', 'R']",Beginner,"['HTML', 'CSS', 'JavaScript']",178,student,Statistics,False
e0fa7f6d-fc47-4b47-b503-6c145b6086a9,male,21,CLIMDES,Frontend,12,2.04,0,1,"['JavaScript', 'Python', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",188,graduate,Computer Science,False
23b78b27-e8bc-456b-9012-035469f53bb1,male,21,CLIMDES,Frontend,12,2.17,2,1,"['JavaScript', 'SQL', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",187,student,Computer Science,False
f64309f4-6988-4b6c-90c3-5006b1ba2c56,male,22,CLIMDES,Backend,3,2.32,2,0,"['CSS', 'C++', 'Java']",Beginner,"['Python', 'Java', 'SQL']",164,student,Engineering,False
09f01231-379f-40f9-bb80-36648187e94c,female,23,CLIMDES,Machine Learning,6,2.76,2,2,"['Excel', 'SQL', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",191,graduate,Computer Science,False
518df133-b610-4160-873f-401182a760a9,female,22,CLIMDES,Machine Learning,3,2.47,0,2,"['Pandas', 'SQL', 'PowerPoint']",Intermediate,"['Python', 'SQL', 'Machine Learning']",160,graduate,Mathematics,False
b3af0cb9-a880-42de-894a-dd5568a73a97,male,24,CLIMDES,Frontend,3,3.83,2,3,"['SQL', 'Python', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",235,student,Statistics,True
2c25ffb2-784e-4dfc-8622-7290a4589605,female,25,CLIMDES,Machine Learning,12,2.9,2,2,"['SQL', 'Excel', 'HTML']",Beginner,"['Python', 'SQL', 'Machine Learning']",174,student,Engineering,False
9464b9a8-631b-4aae-ad5c-51b69c040a62,male,23,CLIMDES,Frontend,3,2.63,2,0,"['JavaScript', 'SQL', 'R']",Intermediate,"['HTML', 'CSS', 'JavaScript']",154,graduate,Statistics,False
059abd88-bfec-442c-94a0-f8e7683cf31e,male,25,CLIMDES,Backend,6,2.58,0,1,"['Java', 'C++', 'SQL']",Beginner,"['Python', 'Java', 'SQL']",187,graduate,Engineering,False
5eaecf2f-4687-4a4f-a67b-1b1e181f172a,female,23,CLIMDES,Machine Learning,6,3.6,2,6,"['Machine Learning', 'HTML', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",242,graduate,Mathematics,True
76d11387-e553-43ec-bc7a-fdef07d61185,male,23,CLIMDES,Backend,12,3.66,2,6,"['Python', 'C', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",241,student,Computer Science,True
9674e3a0-544f-4fbd-a08e-760fc8e80634,male,25,CLIMDES,Machine Learning,6,3.65,5,9,"['SQL', 'Python', 'Machine Learning']",Intermediate,"['Python', 'SQL', 'Machine Learning']",227,student,Statistics,True
14c6f92f-3f12-4439-8a2f-45a3efa7cabc,female,25,CLIMDES,Frontend,6,3.73,3,3,"['JavaScript', 'CSS', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",245,graduate,Statistics,True
a0fcea91-dd08-4a82-a24e-76b75fd145f7,female,25,CLIMDES,Machine Learning,3,2.1,0,1,"['Python', 'SQL', 'Pandas']",Beginner,"['Python', 'SQL', 'Machine Learning']",155,graduate,Engineering,False
d0c8457e-b5c5-4e4d-84fc-2fdfdd5bde26,male,24,CLIMDES,Frontend,12,3.64,5,6,"['CSS', 'HTML', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",239,student,Mathematics,True
c4a0545d-5962-4f20-b4df-338ee3431d83,female,22,CLIMDES,Frontend,12,3.63,2,3,"['Python', 'SQL', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",242,graduate,Engineering,True
cf50551d-4f5b-4a13-ab34-cc4a8154f1c8,female,22,CLIMDES,Machine Learning,3,2.47,0,0,"['Excel', 'PowerPoint', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",173,student,Engineering,False
04c58bec-9047-46d9-9167-0063a0206c73,male,22,CLIMDES,Backend,3,2.72,1,1,"['C++', 'SQL', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",180,graduate,Statistics,False
4418c626-2f9a-40e7-93db-f5b062eb1cb1,male,22,CLIMDES,Backend,6,2.36,2,1,"['Java', 'SQL', 'CSS']",Beginner,"['Python', 'Java', 'SQL']",152,student,Engineering,False
874f5426-83a0-44be-8d0d-d4d19e1f3543,female,21,CLIMDES,Backend,6,3.86,5,5,"['Java', 'C++', 'Python']",Intermediate,"['Python', 'Java', 'SQL']",233,graduate,Mathematics,True
1083007b-6df0-4e40-886f-243615243503,female,25,CLIMDES,Machine Learning,12,2.33,0,2,"['HTML', 'Excel', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",183,graduate,Statistics,False
5a843d7f-388b-4fd9-9801-c69e66f43862,male,21,CLIMDES,Frontend,12,3.69,1,6,"['HTML', 'CSS', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",225,student,Mathematics,True
04a68fb0-4751-4749-b542-3d494b3b4347,male,25,CLIMDES,Machine Learning,12,2.73,0,1,"['SQL', 'PowerPoint', 'HTML']",Beginner,"['Python', 'SQL', 'Machine Learning']",154,graduate,Engineering,False
974a4459-da34-4e26-ae8b-f9f1f49639ff,female,24,CLIMDES,Frontend,3,3.55,5,9,"['Python', 'SQL', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",239,graduate,Engineering,True
acfa95f8-5241-4456-99e9-089ceeadfa03,female,25,CLIMDES,Frontend,3,2.99,2,1,"['JavaScript', 'Python', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",154,graduate,Engineering,False
878e1a09-8234-47ce-9908-07e2285e8653,male,24,CLIMDES,Machine Learning,6,3.82,3,3,"['CSS', 'HTML', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",237,graduate,Mathematics,True
9d905272-fdfe-4747-9fe5-7ce22fecd62c,female,25,CLIMDES,Backend,12,2.34,1,2,"['SQL', 'CSS', 'C']",Intermediate,"['Python', 'Java', 'SQL']",150,graduate,Computer Science,False
6ddc2d62-f64c-456c-a99d-d915b93924b8,male,21,CLIMDES,Frontend,12,2.88,0,2,"['Excel', 'SQL', 'JavaScript']",Beginner,"['HTML', 'CSS', 'JavaScript']",160,student,Statistics,False
35df2f29-baa1-436f-8ca5-ffcff3490205,male,25,CLIMDES,Frontend,3,2.49,2,0,"['JavaScript', 'SQL', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",157,graduate,Engineering,False
5063497a-7e3c-42a0-b518-e64c1523279e,male,24,CLIMDES,Machine Learning,6,2.82,1,1,"['PowerPoint', 'Excel', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",171,student,Computer Science,False
9239be95-caf6-414f-88ad-d24105b1f499,female,21,CLIMDES,Machine Learning,12,2.13,0,1,"['PowerPoint', 'SQL', 'Pandas']",Intermediate,"['Python', 'SQL', 'Machine Learning']",168,student,Engineering,False
23c3f92c-03c4-498d-81cb-3e284ca7b615,female,24,CLIMDES,Machine Learning,6,2.99,1,2,"['SQL', 'Excel', 'Pandas']",Intermediate,"['Python', 'SQL', 'Machine Learning']",194,graduate,Computer Science,False
61a1740a-33ee-4754-a2ea-99e3f2960516,male,25,CLIMDES,Frontend,6,2.23,0,1,"['Excel', 'SQL', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",168,student,Mathematics,False
796d8043-a8eb-42d3-ab12-75fd5a4503a3,female,21,CLIMDES,Backend,12,2.75,2,1,"['C', 'SQL', 'Java']",Beginner,"['Python', 'Java', 'SQL']",153,graduate,Mathematics,False
4a307573-b40d-4cd3-b0fb-d6b867553b73,male,23,CLIMDES,Backend,3,3.59,4,5,"['C', 'Java', 'Python']",Intermediate,"['Python', 'Java', 'SQL']",248,student,Mathematics,True
8ce7646d-ba43-43eb-9e41-a7d105947ce7,male,21,CLIMDES,Machine Learning,3,2.99,1,2,"['SQL', 'PowerPoint', 'Pandas']",Beginner,"['Python', 'SQL', 'Machine Learning']",175,graduate,Statistics,False
4b7ff6c1-a73d-4669-99c4-4b05b5088b84,male,23,CLIMDES,Frontend,3,4.0,3,5,"['SQL', 'HTML', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",233,graduate,Engineering,True
ccaa373d-bb7f-4eb2-be90-b4f564eb2444,male,23,CLIMDES,Machine Learning,12,3.93,2,3,"['Python', 'CSS', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",247,graduate,Mathematics,True
1016f212-ae99-4408-a8fc-8009f1a18e60,male,22,CLIMDES,Machine Learning,12,3.68,3,9,"['Machine Learning', 'SQL', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",225,graduate,Mathematics,True
d35134a2-eeb2-4e9e-aded-f3aef8355e9d,male,23,CLIMDES,Frontend,6,2.49,2,0,"['CSS', 'Python', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",177,student,Computer Science,False
569ec38c-5d19-4932-bcbe-95f12dfc84ca,male,21,CLIMDES,Machine Learning,6,2.88,1,0,"['Pandas', 'SQL', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",192,student,Computer Science,False
4740728e-f58b-4164-a443-19e0ecd4f838,male,23,CLIMDES,Machine Learning,3,2.3,2,0,"['Excel', 'PowerPoint', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",189,graduate,Computer Science,False
89b39725-ad62-4580-a5cf-0410a516e4f9,male,24,CLIMDES,Frontend,12,2.07,2,0,"['Python', 'JavaScript', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",179,student,Engineering,False
966eac54-ab88-4db4-9f49-c4ff62730657,female,23,CLIMDES,Backend,12,2.28,0,2,"['Java', 'C', 'CSS']",Beginner,"['Python', 'Java', 'SQL']",155,student,Computer Science,False
feed3b29-ac71-4e81-ae26-2bac1ca5684f,male,25,CLIMDES,Frontend,12,3.55,1,3,"['Python', 'CSS', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",240,student,Computer Science,True
95ce543f-0da5-4f42-b3b0-310dab4ede88,female,21,CLIMDES,Backend,12,2.7,1,0,"['SQL', 'C', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",186,graduate,Mathematics,False
e51ab85f-1856-44a8-a626-1dc25642d9f3,male,25,CLIMDES,Frontend,12,2.32,2,1,"['R', 'SQL', 'JavaScript']",Beginner,"['HTML', 'CSS', 'JavaScript']",165,graduate,Mathematics,False
90510d92-a0ca-4b99-832e-2c8250443d1e,male,22,CLIMDES,Machine Learning,3,2.96,0,2,"['Pandas', 'Excel', 'HTML']",Beginner,"['Python', 'SQL', 'Machine Learning']",159,student,Mathematics,False
b7eff52e-41c5-44dc-9e8e-01fc5d7c2782,male,23,CLIMDES,Machine Learning,12,2.15,0,1,"['Excel', 'PowerPoint', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",194,graduate,Engineering,False
df25bc00-fcd4-4d92-bcaa-eeb7192b1722,male,21,CLIMDES,Backend,6,2.8,0,1,"['C', 'CSS', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",193,graduate,Computer Science,False
4264e043-bebe-4ec5-9880-26d4105cfb20,male,21,CLIMDES,Frontend,12,2.2,2,2,"['Excel', 'CSS', 'SQL']",Beginner,"['HTML', 'CSS', 'JavaScript']",177,graduate,Computer Science,False
7587d82d-e91c-4073-913a-cc39b82cb4f2,male,22,CLIMDES,Backend,3,3.6,2,8,"['C', 'Python', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",241,graduate,Computer Science,True
6c003e3f-1fd9-4292-8381-cdd714370d72,female,24,CLIMDES,Machine Learning,6,2.92,2,2,"['Pandas', 'SQL', 'PowerPoint']",Intermediate,"['Python', 'SQL', 'Machine Learning']",193,student,Computer Science,False
d60131b2-31bf-4450-85e1-81906e12f58c,male,22,CLIMDES,Frontend,12,2.91,0,2,"['SQL', 'CSS', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",155,student,Computer Science,False
71e93d64-1a2d-400d-b88b-e093a0e5df66,male,22,CLIMDES,Frontend,6,4.0,4,3,"['HTML', 'Python', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",235,student,Engineering,True
a390c1fc-611d-422b-876c-9d7cb353bc75,male,23,CLIMDES,Backend,12,3.77,1,9,"['Python', 'Java', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",221,graduate,Mathematics,True
c90e6ffa-e1bb-427f-9d1f-d03e79045be4,male,23,CLIMDES,Machine Learning,3,2.56,1,1,"['Excel', 'HTML', 'PowerPoint']",Beginner,"['Python', 'SQL', 'Machine Learning']",172,graduate,Mathematics,False
7e6acc7e-0338-4d07-83ec-64055b1c7aaf,female,24,CLIMDES,Backend,12,3.88,1,10,"['C++', 'Python', 'C']",Intermediate,"['Python', 'Java', 'SQL']",231,graduate,Computer Science,True
114be2c8-7f83-48fd-8d87-ce9a6e0572f2,male,22,CLIMDES,Machine Learning,6,3.62,3,6,"['Python', 'SQL', 'Machine Learning']",Intermediate,"['Python', 'SQL', 'Machine Learning']",232,student,Computer Science,True
dafdbefb-4cf6-48f3-8562-a6af1f059f78,female,24,CLIMDES,Frontend,6,3.9,1,7,"['SQL', 'CSS', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",247,student,Computer Science,True
b8455c7d-d92e-44fa-bf62-3d681b377654,male,21,CLIMDES,Backend,3,2.66,0,2,"['C++', 'SQL', 'CSS']",Beginner,"['Python', 'Java', 'SQL']",196,student,Mathematics,False
91dcda7a-d702-4a86-9679-0bad2da06bc0,female,21,CLIMDES,Machine Learning,6,2.71,0,2,"['HTML', 'PowerPoint', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",187,graduate,Engineering,False
18dbfe3f-5569-4481-8d58-76010212632b,female,25,CLIMDES,Frontend,3,2.49,0,1,"['Excel', 'SQL', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",184,student,Statistics,False
d0716f64-4a4a-42f2-8d0a-bc73ab72c543,female,21,CLIMDES,Frontend,6,2.14,0,0,"['CSS', 'JavaScript', 'Excel']",Beginner,"['HTML', 'CSS', 'JavaScript']",169,student,Mathematics,False
2faec0e9-ea1e-443f-b424-c8a27318880f,female,25,CLIMDES,Frontend,6,2.54,1,2,"['SQL', 'Excel', 'R']",Intermediate,"['HTML', 'CSS', 'JavaScript']",162,student,Mathematics,False
962e270e-d08a-45a4-a29d-e80e9420cf36,female,23,CLIMDES,Frontend,6,2.74,1,1,"['Python', 'CSS', 'SQL']",Beginner,"['HTML', 'CSS', 'JavaScript']",168,graduate,Statistics,False
4e1ef2cb-e642-4439-a7a5-671f2fca3713,male,21,CLIMDES,Frontend,3,3.93,5,10,"['HTML', 'CSS', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",233,graduate,Statistics,True
5f00889e-c0dc-405f-b74a-48ae56a92a2b,female,22,CLIMDES,Machine Learning,3,2.3,1,2,"['Pandas', 'Excel', 'SQL']",Beginner,"['Python', 'SQL', 'Machine Learning']",183,student,Statistics,False
566dca64-7287-44b1-8db0-48313b53a133,male,21,CLIMDES,Backend,3,2.74,2,2,"['C', 'Java', 'CSS']",Intermediate,"['Python', 'Java', 'SQL']",167,student,Engineering,False
14f2580b-b9a1-4136-89e8-e08c28f275b9,male,21,CLIMDES,Backend,6,2.38,1,0,"['C', 'C++', 'SQL']",Beginner,"['Python', 'Java', 'SQL']",195,student,Computer Science,False
81a5d379-716f-4397-a3a5-5254bbc94331,female,25,CLIMDES,Backend,12,3.76,4,7,"['Java', 'Python', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",233,graduate,Statistics,True
66969959-8145-4fbf-9c32-efbf58423351,male,23,CLIMDES,Frontend,3,3.68,1,4,"['CSS', 'Python', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",221,graduate,Mathematics,True
9af9352d-14b0-4c21-b136-ed8dfd3dd96f,female,23,CLIMDES,Frontend,12,2.01,0,1,"['CSS', 'R', 'Excel']",Intermediate,"['HTML', 'CSS', 'JavaScript']",191,graduate,Computer Science,False
ef3ff08f-e173-47b9-be32-b6df938b0bcf,female,24,CLIMDES,Machine Learning,3,2.99,2,2,"['Excel', 'PowerPoint', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",171,graduate,Computer Science,False
00427a09-d0fd-4e2a-93cb-02e667b9db3e,male,23,CLIMDES,Machine Learning,6,2.15,2,1,"['PowerPoint', 'SQL', 'Excel']",Beginner,"['Python', 'SQL', 'Machine Learning']",177,student,Engineering,False
ad47b551-edcc-43f8-9828-f363f674f029,male,25,CLIMDES,Frontend,6,3.68,2,6,"['HTML', 'SQL', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",244,graduate,Computer Science,True
cb43446e-593c-49fa-b08b-bdf40dc96ef0,female,23,CLIMDES,Backend,12,2.76,2,2,"['Java', 'CSS', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",153,graduate,Computer Science,False
e73cf29a-7f43-41ad-ab0b-12b6c6134de4,male,24,CLIMDES,Machine Learning,12,2.42,2,2,"['HTML', 'Excel', 'SQL']",Beginner,"['Python', 'SQL', 'Machine Learning']",169,student,Mathematics,False
ab0b55f4-18ac-4870-ae59-51904678ba2a,female,24,CLIMDES,Machine Learning,6,2.46,0,0,"['Python', 'Excel', 'Pandas']",Beginner,"['Python', 'SQL', 'Machine Learning']",178,student,Computer Science,False
1058602c-f2f2-4d64-852b-4ce5ad852a8a,female,22,CLIMDES,Backend,12,2.4,1,0,"['C', 'SQL', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",192,student,Computer Science,False
9a082349-7a76-4948-9ccd-fc0457902eac,male,23,CLIMDES,Backend,3,3.86,5,4,"['SQL', 'Java', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",235,graduate,Engineering,True
68dfaff4-f379-4778-81a3-068328c7f8e3,female,24,CLIMDES,Frontend,12,2.09,0,1,"['Python', 'R', 'SQL']",Beginner,"['HTML', 'CSS', 'JavaScript']",164,student,Computer Science,False
216a1f1a-c380-4236-a37d-1c7140504f97,male,24,CLIMDES,Frontend,3,2.14,1,1,"['SQL', 'JavaScript', 'Excel']",Beginner,"['HTML', 'CSS', 'JavaScript']",169,graduate,Mathematics,False
5aac3d54-7b53-4e04-a9c1-d5f24782f4a4,male,24,CLIMDES,Machine Learning,12,2.91,1,0,"['SQL', 'HTML', 'Pandas']",Beginner,"['Python', 'SQL', 'Machine Learning']",167,student,Engineering,False
00c9e468-c0a8-4796-ba60-685ebd50fe8d,male,21,CLIMDES,Backend,12,3.58,2,6,"['SQL', 'C', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",220,student,Computer Science,True
33ff8ad3-41f1-400e-98b9-6864be0a8f04,male,25,CLIMDES,Backend,12,3.74,1,7,"['C', 'C++', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",224,graduate,Mathematics,True
a5c963c0-4fb8-4687-8c2a-e8e5a3307441,male,24,CLIMDES,Frontend,6,2.45,2,1,"['Excel', 'R', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",164,graduate,Computer Science,False
a8f2a85d-e31e-4ff4-bd98-f2aea4278caa,female,23,CLIMDES,Machine Learning,3,3.67,2,4,"['Machine Learning', 'HTML', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",234,student,Statistics,True
0ddeb053-ac65-418c-b1e1-7cb323854862,male,21,CLIMDES,Frontend,12,2.6,0,1,"['CSS', 'SQL', 'Excel']",Intermediate,"['HTML', 'CSS', 'JavaScript']",154,student,Mathematics,False
7d6afe56-59d5-41d2-bc3e-38f3e013c4fb,female,24,CLIMDES,Backend,3,2.01,0,2,"['CSS', 'C', 'C++']",Beginner,"['Python', 'Java', 'SQL']",183,student,Statistics,False
d210ad47-6de2-456f-b1d8-d049b29ca929,male,22,CLIMDES,Backend,12,3.62,2,5,"['C++', 'Python', 'C']",Intermediate,"['Python', 'Java', 'SQL']",230,graduate,Statistics,True
